orderdate,ordernumber,productName,productLine,customerName,customer_country,office_country,buyPrice,priceEach,quantityOrdered,sales_value,cost_of_sales
12/1/2003,10201,1960 BSA Gold Star DBD34,Motorcycles,Mini Wheels Co.,USA,USA,37.32,66.27,25,1656.75,933
11/18/2004,10333,1952 Alpine Renault 1300,Classic Cars,Mini Wheels Co.,USA,USA,98.58,188.58,26,4903.08,2563.08
11/18/2004,10333,1958 Setra Bus,Trucks and Buses,Mini Wheels Co.,USA,USA,77.9,121.64,33,4014.12,2570.7
11/18/2004,10333,1940 Ford Pickup Truck,Trucks and Buses,Mini Wheels Co.,USA,USA,58.33,110.84,29,3214.36,1691.57
11/18/2004,10333,1913 Ford Model T Speedster,Vintage Cars,Mini Wheels Co.,USA,USA,60.78,95.23,31,2952.13,1884.18
11/18/2004,10333,1917 Maxwell Touring Car,Vintage Cars,Mini Wheels Co.,USA,USA,57.54,95.24,46,4381.04,2646.84
11/18/2004,10333,1939 Cadillac Limousine,Vintage Cars,Mini Wheels Co.,USA,USA,23.14,42.26,24,1014.24,555.36
11/18/2004,10333,1936 Chrysler Airflow,Vintage Cars,Mini Wheels Co.,USA,USA,57.46,95.44,39,3722.16,2240.94
11/18/2004,10333,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,Mini Wheels Co.,USA,USA,33.61,62.05,33,2047.65,1109.13
2/24/2003,10107,1969 Harley Davidson Ultimate Chopper,Motorcycles,Land of Toys Inc.,USA,USA,48.81,81.35,30,2440.5,1464.3
2/24/2003,10107,1996 Moto Guzzi 1100i,Motorcycles,Land of Toys Inc.,USA,USA,68.99,105.86,39,4128.54,2690.61
2/24/2003,10107,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,Land of Toys Inc.,USA,USA,91.02,172.36,27,4653.72,2457.54
2/24/2003,10107,2002 Suzuki XREO,Motorcycles,Land of Toys Inc.,USA,USA,66.27,122,21,2562,1391.67
2/24/2003,10107,1936 Harley Davidson El Knucklehead,Motorcycles,Land of Toys Inc.,USA,USA,24.23,52.7,29,1528.3,702.67
2/24/2003,10107,1997 BMW R 1100 S,Motorcycles,Land of Toys Inc.,USA,USA,60.86,96.92,25,2423,1521.5
2/24/2003,10107,1960 BSA Gold Star DBD34,Motorcycles,Land of Toys Inc.,USA,USA,37.32,73.12,38,2778.56,1418.16
2/24/2003,10107,1997 BMW F650 ST,Motorcycles,Land of Toys Inc.,USA,USA,66.92,88.9,20,1778,1338.4
5/7/2004,10248,1972 Alfa Romeo GTA,Classic Cars,Land of Toys Inc.,USA,USA,85.68,126.48,20,2529.6,1713.6
5/7/2004,10248,1999 Yamaha Speed Boat,Ships,Land of Toys Inc.,USA,USA,51.61,80.86,21,1698.06,1083.81
5/7/2004,10248,1903 Ford Model A,Vintage Cars,Land of Toys Inc.,USA,USA,68.3,133.86,32,4283.52,2185.6
5/7/2004,10248,Collectable Wooden Train,Trains,Land of Toys Inc.,USA,USA,67.56,95.8,42,4023.6,2837.52
5/7/2004,10248,1904 Buick Runabout,Vintage Cars,Land of Toys Inc.,USA,USA,52.66,87.77,42,3686.34,2211.72
5/7/2004,10248,18th century schooner,Ships,Land of Toys Inc.,USA,USA,82.34,122.89,48,5898.72,3952.32
5/7/2004,10248,1912 Ford Model T Delivery Wagon,Vintage Cars,Land of Toys Inc.,USA,USA,46.91,85.85,30,2575.5,1407.3
5/7/2004,10248,1940 Ford Delivery Sedan,Vintage Cars,Land of Toys Inc.,USA,USA,48.64,83.02,23,1909.46,1118.72
5/7/2004,10248,The Schooner Bluenose,Ships,Land of Toys Inc.,USA,USA,34,66,36,2376,1224
5/7/2004,10248,The Mayflower,Ships,Land of Toys Inc.,USA,USA,43.3,81.41,40,3256.4,1732
5/7/2004,10248,The USS Constitution Ship,Ships,Land of Toys Inc.,USA,USA,33.97,69.39,32,2220.48,1087.04
5/7/2004,10248,The Titanic,Ships,Land of Toys Inc.,USA,USA,51.09,84.14,30,2524.2,1532.7
5/7/2004,10248,The Queen Mary,Ships,Land of Toys Inc.,USA,USA,53.63,92.36,35,3232.6,1877.05
5/7/2004,10248,Pont Yacht,Ships,Land of Toys Inc.,USA,USA,33.3,53.51,23,1230.73,765.9
9/8/2004,10292,1957 Chevy Pickup,Trucks and Buses,Land of Toys Inc.,USA,USA,55.7,94.8,21,1990.8,1169.7
9/8/2004,10292,1998 Chrysler Plymouth Prowler,Classic Cars,Land of Toys Inc.,USA,USA,101.51,140.81,26,3661.06,2639.26
9/8/2004,10292,1964 Mercedes Tour Bus,Trucks and Buses,Land of Toys Inc.,USA,USA,74.86,103.09,41,4226.69,3069.26
9/8/2004,10292,1992 Ferrari 360 Spider red,Classic Cars,Land of Toys Inc.,USA,USA,77.9,147.33,21,3093.93,1635.9
9/8/2004,10292,1970 Triumph Spitfire,Classic Cars,Land of Toys Inc.,USA,USA,91.92,114.9,44,5055.6,4044.48
9/8/2004,10292,1970 Dodge Coronet,Classic Cars,Land of Toys Inc.,USA,USA,32.37,48.55,40,1942,1294.8
9/8/2004,10292,1958 Chevy Corvette Limited Edition,Classic Cars,Land of Toys Inc.,USA,USA,15.91,34.3,39,1337.7,620.49
9/8/2004,10292,1992 Porsche Cayenne Turbo Silver,Classic Cars,Land of Toys Inc.,USA,USA,69.78,113.55,27,3065.85,1884.06
9/8/2004,10292,1954 Greyhound Scenicruiser,Trucks and Buses,Land of Toys Inc.,USA,USA,25.98,54.11,50,2705.5,1299
9/8/2004,10292,1950's Chicago Surface Lines Streetcar,Trains,Land of Toys Inc.,USA,USA,26.72,59.65,31,1849.15,828.32
9/8/2004,10292,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Land of Toys Inc.,USA,USA,68.29,113.44,41,4651.04,2799.89
9/8/2004,10292,1962 City of Detroit Streetcar,Trains,Land of Toys Inc.,USA,USA,37.49,49.79,35,1742.65,1312.15
11/15/2004,10329,1969 Harley Davidson Ultimate Chopper,Motorcycles,Land of Toys Inc.,USA,USA,48.81,80.39,42,3376.38,2050.02
11/15/2004,10329,1996 Moto Guzzi 1100i,Motorcycles,Land of Toys Inc.,USA,USA,68.99,109.42,20,2188.4,1379.8
11/15/2004,10329,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,Land of Toys Inc.,USA,USA,91.02,164.61,26,4279.86,2366.52
11/15/2004,10329,1968 Ford Mustang,Classic Cars,Land of Toys Inc.,USA,USA,95.34,182.9,41,7498.9,3908.94
11/15/2004,10329,2002 Suzuki XREO,Motorcycles,Land of Toys Inc.,USA,USA,66.27,128.03,24,3072.72,1590.48
11/15/2004,10329,1968 Dodge Charger,Classic Cars,Land of Toys Inc.,USA,USA,75.16,117.44,46,5402.24,3457.36
11/15/2004,10329,1970 Plymouth Hemi Cuda,Classic Cars,Land of Toys Inc.,USA,USA,31.92,74.21,33,2448.93,1053.36
11/15/2004,10329,1969 Dodge Charger,Classic Cars,Land of Toys Inc.,USA,USA,58.73,102.49,39,3997.11,2290.47
11/15/2004,10329,1948 Porsche 356-A Roadster,Classic Cars,Land of Toys Inc.,USA,USA,53.9,66.22,29,1920.38,1563.1
11/15/2004,10329,1936 Harley Davidson El Knucklehead,Motorcycles,Land of Toys Inc.,USA,USA,24.23,55.72,38,2117.36,920.74
11/15/2004,10329,1969 Dodge Super Bee,Classic Cars,Land of Toys Inc.,USA,USA,49.05,65.13,38,2474.94,1863.9
11/15/2004,10329,1997 BMW R 1100 S,Motorcycles,Land of Toys Inc.,USA,USA,60.86,104.81,30,3144.3,1825.8
11/15/2004,10329,1960 BSA Gold Star DBD34,Motorcycles,Land of Toys Inc.,USA,USA,37.32,71.6,37,2649.2,1380.84
11/15/2004,10329,1997 BMW F650 ST,Motorcycles,Land of Toys Inc.,USA,USA,66.92,80.91,45,3640.95,3011.4
11/15/2004,10329,Boeing X-32A JSF,Planes,Land of Toys Inc.,USA,USA,32.77,41.22,44,1813.68,1441.88
1/31/2003,10104,1969 Corvair Monza,Classic Cars,Euro+ Shopping Channel,Spain,France,89.14,131.44,34,4468.96,3030.76
1/31/2003,10104,1957 Chevy Pickup,Trucks and Buses,Euro+ Shopping Channel,Spain,France,55.7,111.39,41,4566.99,2283.7
1/31/2003,10104,1998 Chrysler Plymouth Prowler,Classic Cars,Euro+ Shopping Channel,Spain,France,101.51,135.9,24,3261.6,2436.24
1/31/2003,10104,1964 Mercedes Tour Bus,Trucks and Buses,Euro+ Shopping Channel,Spain,France,74.86,122.73,29,3559.17,2170.94
1/31/2003,10104,1992 Ferrari 360 Spider red,Classic Cars,Euro+ Shopping Channel,Spain,France,77.9,165.95,23,3816.85,1791.7
1/31/2003,10104,1970 Triumph Spitfire,Classic Cars,Euro+ Shopping Channel,Spain,France,91.92,119.2,38,4529.6,3492.96
1/31/2003,10104,1970 Dodge Coronet,Classic Cars,Euro+ Shopping Channel,Spain,France,32.37,52.02,35,1820.7,1132.95
1/31/2003,10104,1958 Chevy Corvette Limited Edition,Classic Cars,Euro+ Shopping Channel,Spain,France,15.91,30.41,44,1338.04,700.04
1/31/2003,10104,1992 Porsche Cayenne Turbo Silver,Classic Cars,Euro+ Shopping Channel,Spain,France,69.78,106.45,26,2767.7,1814.28
1/31/2003,10104,1954 Greyhound Scenicruiser,Trucks and Buses,Euro+ Shopping Channel,Spain,France,25.98,51.95,35,1818.25,909.3
1/31/2003,10104,1950's Chicago Surface Lines Streetcar,Trains,Euro+ Shopping Channel,Spain,France,26.72,56.55,49,2770.95,1309.28
1/31/2003,10104,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Euro+ Shopping Channel,Spain,France,68.29,114.59,33,3781.47,2253.57
1/31/2003,10104,1962 City of Detroit Streetcar,Trains,Euro+ Shopping Channel,Spain,France,37.49,53.31,32,1705.92,1199.68
6/6/2003,10128,1903 Ford Model A,Vintage Cars,Euro+ Shopping Channel,Spain,France,68.3,120.2,41,4928.2,2800.3
6/6/2003,10128,Collectable Wooden Train,Trains,Euro+ Shopping Channel,Spain,France,67.56,80.67,41,3307.47,2769.96
6/6/2003,10128,1904 Buick Runabout,Vintage Cars,Euro+ Shopping Channel,Spain,France,52.66,77.24,43,3321.32,2264.38
6/6/2003,10128,The Mayflower,Ships,Euro+ Shopping Channel,Spain,France,43.3,72.75,32,2328,1385.6
6/27/2003,10133,P-51-D Mustang,Planes,Euro+ Shopping Channel,Spain,France,49,80.26,49,3932.74,2401
6/27/2003,10133,1928 British Royal Navy Airplane,Planes,Euro+ Shopping Channel,Spain,France,66.74,109.42,41,4486.22,2736.34
6/27/2003,10133,1900s Vintage Tri-Plane,Planes,Euro+ Shopping Channel,Spain,France,36.23,61.58,46,2832.68,1666.58
6/27/2003,10133,1997 BMW F650 ST,Motorcycles,Euro+ Shopping Channel,Spain,France,66.92,80.91,23,1860.93,1539.16
6/27/2003,10133,1928 Ford Phaeton Deluxe,Vintage Cars,Euro+ Shopping Channel,Spain,France,33.02,67.41,49,3303.09,1617.98
6/27/2003,10133,1930 Buick Marquette Phaeton,Vintage Cars,Euro+ Shopping Channel,Spain,France,27.06,37.09,27,1001.43,730.62
6/27/2003,10133,American Airlines: B767-300,Planes,Euro+ Shopping Channel,Spain,France,51.15,76.73,24,1841.52,1227.6
6/27/2003,10133,ATA: B757-300,Planes,Euro+ Shopping Channel,Spain,France,59.33,115.09,27,3107.43,1601.91
9/28/2003,10153,2001 Ferrari Enzo,Classic Cars,Euro+ Shopping Channel,Spain,France,95.59,201.57,20,4031.4,1911.8
9/28/2003,10153,1969 Corvair Monza,Classic Cars,Euro+ Shopping Channel,Spain,France,89.14,128.42,42,5393.64,3743.88
9/28/2003,10153,1969 Ford Falcon,Classic Cars,Euro+ Shopping Channel,Spain,France,83.05,155.72,49,7630.28,4069.45
9/28/2003,10153,1903 Ford Model A,Vintage Cars,Euro+ Shopping Channel,Spain,France,68.3,125.66,31,3895.46,2117.3
9/28/2003,10153,Collectable Wooden Train,Trains,Euro+ Shopping Channel,Spain,France,67.56,82.69,29,2398.01,1959.24
9/28/2003,10153,1904 Buick Runabout,Vintage Cars,Euro+ Shopping Channel,Spain,France,52.66,82.5,22,1815,1158.52
9/28/2003,10153,18th century schooner,Ships,Euro+ Shopping Channel,Spain,France,82.34,111.83,40,4473.2,3293.6
9/28/2003,10153,1962 City of Detroit Streetcar,Trains,Euro+ Shopping Channel,Spain,France,37.49,53.31,31,1652.61,1162.19
9/28/2003,10153,The Schooner Bluenose,Ships,Euro+ Shopping Channel,Spain,France,34,58,43,2494,1462
9/28/2003,10153,The Mayflower,Ships,Euro+ Shopping Channel,Spain,France,43.3,80.55,31,2497.05,1342.3
9/28/2003,10153,The Titanic,Ships,Euro+ Shopping Channel,Spain,France,51.09,87.15,50,4357.5,2554.5
9/28/2003,10153,The Queen Mary,Ships,Euro+ Shopping Channel,Spain,France,53.63,85.41,20,1708.2,1072.6
9/28/2003,10153,Pont Yacht,Ships,Euro+ Shopping Channel,Spain,France,33.3,51.87,50,2593.5,1665
10/8/2003,10156,1930 Buick Marquette Phaeton,Vintage Cars,Euro+ Shopping Channel,Spain,France,27.06,43.64,20,872.8,541.2
10/8/2003,10156,American Airlines: B767-300,Planes,Euro+ Shopping Channel,Spain,France,51.15,77.64,48,3726.72,2455.2
11/19/2003,10190,1982 Ducati 900 Monster,Motorcycles,Euro+ Shopping Channel,Spain,France,47.1,58.87,42,2472.54,1978.2
11/19/2003,10190,1982 Ducati 996 R,Motorcycles,Euro+ Shopping Channel,Spain,France,24.14,38.62,46,1776.52,1110.44
11/19/2003,10190,1974 Ducati 350 Mk3 Desmo,Motorcycles,Euro+ Shopping Channel,Spain,France,56.13,89.8,42,3771.6,2357.46
11/19/2003,10190,2002 Yamaha YZR M1,Motorcycles,Euro+ Shopping Channel,Spain,France,34.17,67.53,40,2701.2,1366.8
12/2/2003,10203,1968 Ford Mustang,Classic Cars,Euro+ Shopping Channel,Spain,France,95.34,161.49,20,3229.8,1906.8
12/2/2003,10203,1968 Dodge Charger,Classic Cars,Euro+ Shopping Channel,Spain,France,75.16,111.57,20,2231.4,1503.2
12/2/2003,10203,1970 Plymouth Hemi Cuda,Classic Cars,Euro+ Shopping Channel,Spain,France,31.92,63.84,44,2808.96,1404.48
12/2/2003,10203,1969 Dodge Charger,Classic Cars,Euro+ Shopping Channel,Spain,France,58.73,115.16,47,5412.52,2760.31
12/2/2003,10203,1948 Porsche 356-A Roadster,Classic Cars,Euro+ Shopping Channel,Spain,France,53.9,73.15,45,3291.75,2425.5
12/2/2003,10203,1992 Ferrari 360 Spider red,Classic Cars,Euro+ Shopping Channel,Spain,France,77.9,157.49,48,7559.52,3739.2
12/2/2003,10203,1969 Dodge Super Bee,Classic Cars,Euro+ Shopping Channel,Spain,France,49.05,66.74,33,2202.42,1618.65
12/2/2003,10203,1976 Ford Gran Torino,Classic Cars,Euro+ Shopping Channel,Spain,France,73.49,127.88,32,4092.16,2351.68
12/2/2003,10203,1982 Lamborghini Diablo,Classic Cars,Euro+ Shopping Channel,Spain,France,16.24,33.23,21,697.83,341.04
12/2/2003,10203,1971 Alpine Renault 1600s,Classic Cars,Euro+ Shopping Channel,Spain,France,38.58,56.94,34,1935.96,1311.72
12/2/2003,10203,1956 Porsche 356A Coupe,Classic Cars,Euro+ Shopping Channel,Spain,France,98.3,140.43,47,6600.21,4620.1
12/3/2003,10205,1937 Lincoln Berline,Vintage Cars,Euro+ Shopping Channel,Spain,France,60.62,98.63,36,3550.68,2182.32
12/3/2003,10205,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,Euro+ Shopping Channel,Spain,France,24.26,45.82,48,2199.36,1164.48
12/3/2003,10205,1928 Mercedes-Benz SSK,Vintage Cars,Euro+ Shopping Channel,Spain,France,72.56,138.38,40,5535.2,2902.4
12/3/2003,10205,1939 Chevrolet Deluxe Coupe,Vintage Cars,Euro+ Shopping Channel,Spain,France,22.57,27.88,32,892.16,722.24
12/3/2003,10205,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,Euro+ Shopping Channel,Spain,France,20.61,36.74,24,881.76,494.64
1/16/2004,10212,1968 Dodge Charger,Classic Cars,Euro+ Shopping Channel,Spain,France,75.16,99.82,39,3892.98,2931.24
1/16/2004,10212,1969 Dodge Charger,Classic Cars,Euro+ Shopping Channel,Spain,France,58.73,110.55,33,3648.15,1938.09
1/16/2004,10212,1993 Mazda RX-7,Classic Cars,Euro+ Shopping Channel,Spain,France,83.51,117.48,29,3406.92,2421.79
1/16/2004,10212,1965 Aston Martin DB5,Classic Cars,Euro+ Shopping Channel,Spain,France,65.96,105.77,38,4019.26,2506.48
1/16/2004,10212,1948 Porsche 356-A Roadster,Classic Cars,Euro+ Shopping Channel,Spain,France,53.9,64.68,20,1293.6,1078
1/16/2004,10212,1995 Honda Civic,Classic Cars,Euro+ Shopping Channel,Spain,France,93.89,133.72,41,5482.52,3849.49
1/16/2004,10212,1999 Indy 500 Monte Carlo SS,Classic Cars,Euro+ Shopping Channel,Spain,France,56.76,117.48,40,4699.2,2270.4
1/16/2004,10212,1992 Ferrari 360 Spider red,Classic Cars,Euro+ Shopping Channel,Spain,France,77.9,155.79,40,6231.6,3116
1/16/2004,10212,1948 Porsche Type 356 Roadster,Classic Cars,Euro+ Shopping Channel,Spain,France,62.16,115.85,45,5213.25,2797.2
1/16/2004,10212,1970 Chevy Chevelle SS 454,Classic Cars,Euro+ Shopping Channel,Spain,France,49.24,61.73,41,2530.93,2018.84
1/16/2004,10212,1966 Shelby Cobra 427 S/C,Classic Cars,Euro+ Shopping Channel,Spain,France,29.18,43.27,45,1947.15,1313.1
1/16/2004,10212,1949 Jaguar XK 120,Classic Cars,Euro+ Shopping Channel,Spain,France,47.25,81.78,45,3680.1,2126.25
1/16/2004,10212,1982 Lamborghini Diablo,Classic Cars,Euro+ Shopping Channel,Spain,France,16.24,37.38,34,1270.92,552.16
1/16/2004,10212,1969 Chevrolet Camaro Z28,Classic Cars,Euro+ Shopping Channel,Spain,France,50.51,77.91,27,2103.57,1363.77
1/16/2004,10212,2002 Chevy Corvette,Classic Cars,Euro+ Shopping Channel,Spain,France,62.11,100.66,46,4630.36,2857.06
1/16/2004,10212,1956 Porsche 356A Coupe,Classic Cars,Euro+ Shopping Channel,Spain,France,98.3,117.96,49,5780.04,4816.7
4/29/2004,10244,1937 Lincoln Berline,Vintage Cars,Euro+ Shopping Channel,Spain,France,60.62,99.66,40,3986.4,2424.8
4/29/2004,10244,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,Euro+ Shopping Channel,Spain,France,24.26,48.52,20,970.4,485.2
4/29/2004,10244,1928 Mercedes-Benz SSK,Vintage Cars,Euro+ Shopping Channel,Spain,France,72.56,141.75,43,6095.25,3120.08
4/29/2004,10244,1913 Ford Model T Speedster,Vintage Cars,Euro+ Shopping Channel,Spain,France,60.78,87.13,30,2613.9,1823.4
4/29/2004,10244,1934 Ford V8 Coupe,Vintage Cars,Euro+ Shopping Channel,Spain,France,34.35,54.96,24,1319.04,824.4
4/29/2004,10244,18th Century Vintage Horse Carriage,Vintage Cars,Euro+ Shopping Channel,Spain,France,60.74,85.87,29,2490.23,1761.46
4/29/2004,10244,1917 Maxwell Touring Car,Vintage Cars,Euro+ Shopping Channel,Spain,France,57.54,87.3,36,3142.8,2071.44
4/29/2004,10244,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,Euro+ Shopping Channel,Spain,France,20.61,42.11,39,1642.29,803.79
4/29/2004,10244,1936 Chrysler Airflow,Vintage Cars,Euro+ Shopping Channel,Spain,France,57.46,97.39,40,3895.6,2298.4
5/5/2004,10246,1957 Chevy Pickup,Trucks and Buses,Euro+ Shopping Channel,Spain,France,55.7,99.54,46,4578.84,2562.2
5/5/2004,10246,1998 Chrysler Plymouth Prowler,Classic Cars,Euro+ Shopping Channel,Spain,France,101.51,144.08,40,5763.2,4060.4
5/5/2004,10246,1964 Mercedes Tour Bus,Trucks and Buses,Euro+ Shopping Channel,Spain,France,74.86,100.64,22,2214.08,1646.92
5/5/2004,10246,1926 Ford Fire Engine,Trucks and Buses,Euro+ Shopping Channel,Spain,France,24.92,57.73,30,1731.9,747.6
5/5/2004,10246,1992 Ferrari 360 Spider red,Classic Cars,Euro+ Shopping Channel,Spain,France,77.9,145.63,36,5242.68,2804.4
5/5/2004,10246,1970 Dodge Coronet,Classic Cars,Euro+ Shopping Channel,Spain,France,32.37,46.24,44,2034.56,1424.28
5/5/2004,10246,1962 Volkswagen Microbus,Trucks and Buses,Euro+ Shopping Channel,Spain,France,61.34,118.84,29,3446.36,1778.86
5/5/2004,10246,1958 Chevy Corvette Limited Edition,Classic Cars,Euro+ Shopping Channel,Spain,France,15.91,34.65,49,1697.85,779.59
5/5/2004,10246,1992 Porsche Cayenne Turbo Silver,Classic Cars,Euro+ Shopping Channel,Spain,France,69.78,100.54,46,4624.84,3209.88
5/5/2004,10246,1954 Greyhound Scenicruiser,Trucks and Buses,Euro+ Shopping Channel,Spain,France,25.98,45.45,35,1590.75,909.3
5/5/2004,10246,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Euro+ Shopping Channel,Spain,France,68.29,113.44,22,2495.68,1502.38
6/24/2004,10262,1980s Black Hawk Helicopter,Planes,Euro+ Shopping Channel,Spain,France,77.27,157.69,49,7726.81,3786.23
6/24/2004,10262,1999 Yamaha Speed Boat,Ships,Euro+ Shopping Channel,Spain,France,51.61,81.72,32,2615.04,1651.52
6/24/2004,10262,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,Euro+ Shopping Channel,Spain,France,64.58,85.75,34,2915.5,2195.72
6/24/2004,10262,1928 British Royal Navy Airplane,Planes,Euro+ Shopping Channel,Spain,France,66.74,98.48,34,3348.32,2269.16
6/24/2004,10262,1900s Vintage Bi-Plane,Planes,Euro+ Shopping Channel,Spain,France,34.25,63.71,24,1529.04,822
6/24/2004,10262,1937 Horch 930V Limousine,Vintage Cars,Euro+ Shopping Channel,Spain,France,26.3,65.75,46,3024.5,1209.8
6/24/2004,10262,1940 Ford Delivery Sedan,Vintage Cars,Euro+ Shopping Channel,Spain,France,48.64,82.18,49,4026.82,2383.36
6/24/2004,10262,Corsair F4U ( Bird Cage),Planes,Euro+ Shopping Channel,Spain,France,29.34,58.69,48,2817.12,1408.32
6/24/2004,10262,1928 Ford Phaeton Deluxe,Vintage Cars,Euro+ Shopping Channel,Spain,France,33.02,63.97,40,2558.8,1320.8
6/24/2004,10262,1930 Buick Marquette Phaeton,Vintage Cars,Euro+ Shopping Channel,Spain,France,27.06,35.78,49,1753.22,1325.94
6/24/2004,10262,American Airlines: B767-300,Planes,Euro+ Shopping Channel,Spain,France,51.15,87.69,40,3507.6,2046
6/24/2004,10262,HMS Bounty,Ships,Euro+ Shopping Channel,Spain,France,39.83,83.28,44,3664.32,1752.52
6/24/2004,10262,America West Airlines B757-200,Planes,Euro+ Shopping Channel,Spain,France,68.8,81.77,33,2698.41,2270.4
6/24/2004,10262,F/A 18 Hornet 1/72,Planes,Euro+ Shopping Channel,Spain,France,54.4,64.8,27,1749.6,1468.8
6/24/2004,10262,American Airlines: MD-11S,Planes,Euro+ Shopping Channel,Spain,France,36.27,64.41,35,2254.35,1269.45
6/24/2004,10262,Boeing X-32A JSF,Planes,Euro+ Shopping Channel,Spain,France,32.77,41.71,21,875.91,688.17
8/9/2004,10279,1957 Ford Thunderbird,Classic Cars,Euro+ Shopping Channel,Spain,France,34.21,68.42,26,1778.92,889.46
8/9/2004,10279,1970 Chevy Chevelle SS 454,Classic Cars,Euro+ Shopping Channel,Spain,France,49.24,68.35,32,2187.2,1575.68
8/9/2004,10279,1949 Jaguar XK 120,Classic Cars,Euro+ Shopping Channel,Spain,France,47.25,76.33,49,3740.17,2315.25
8/9/2004,10279,1952 Citroen-15CV,Classic Cars,Euro+ Shopping Channel,Spain,France,72.82,106.87,48,5129.76,3495.36
8/9/2004,10279,1969 Chevrolet Camaro Z28,Classic Cars,Euro+ Shopping Channel,Spain,France,50.51,78.76,33,2599.08,1666.83
8/9/2004,10279,2002 Chevy Corvette,Classic Cars,Euro+ Shopping Channel,Spain,France,62.11,95.3,48,4574.4,2981.28
10/16/2004,10311,1965 Aston Martin DB5,Classic Cars,Euro+ Shopping Channel,Spain,France,65.96,124.44,29,3608.76,1912.84
10/16/2004,10311,1999 Indy 500 Monte Carlo SS,Classic Cars,Euro+ Shopping Channel,Spain,France,56.76,114.84,43,4938.12,2440.68
10/16/2004,10311,1948 Porsche Type 356 Roadster,Classic Cars,Euro+ Shopping Channel,Spain,France,62.16,134.22,32,4295.04,1989.12
10/16/2004,10311,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,Euro+ Shopping Channel,Spain,France,43.26,92.03,41,3773.23,1773.66
10/16/2004,10311,1957 Ford Thunderbird,Classic Cars,Euro+ Shopping Channel,Spain,France,34.21,66.99,25,1674.75,855.25
10/16/2004,10311,1970 Chevy Chevelle SS 454,Classic Cars,Euro+ Shopping Channel,Spain,France,49.24,70.55,26,1834.3,1280.24
10/16/2004,10311,1966 Shelby Cobra 427 S/C,Classic Cars,Euro+ Shopping Channel,Spain,France,29.18,48.8,45,2196,1313.1
10/16/2004,10311,1949 Jaguar XK 120,Classic Cars,Euro+ Shopping Channel,Spain,France,47.25,89.05,28,2493.4,1323
10/16/2004,10311,1952 Citroen-15CV,Classic Cars,Euro+ Shopping Channel,Spain,France,72.82,116.27,43,4999.61,3131.26
10/16/2004,10311,1969 Chevrolet Camaro Z28,Classic Cars,Euro+ Shopping Channel,Spain,France,50.51,85.61,25,2140.25,1262.75
10/16/2004,10311,2002 Chevy Corvette,Classic Cars,Euro+ Shopping Channel,Spain,France,62.11,91.02,46,4186.92,2857.06
12/2/2004,10350,1972 Alfa Romeo GTA,Classic Cars,Euro+ Shopping Channel,Spain,France,85.68,110.16,26,2864.16,2227.68
12/2/2004,10350,1999 Yamaha Speed Boat,Ships,Euro+ Shopping Channel,Spain,France,51.61,84.3,43,3624.9,2219.23
12/2/2004,10350,1903 Ford Model A,Vintage Cars,Euro+ Shopping Channel,Spain,France,68.3,135.22,44,5949.68,3005.2
12/2/2004,10350,Collectable Wooden Train,Trains,Euro+ Shopping Channel,Spain,France,67.56,94.79,41,3886.39,2769.96
12/2/2004,10350,1904 Buick Runabout,Vintage Cars,Euro+ Shopping Channel,Spain,France,52.66,70.22,30,2106.6,1579.8
12/2/2004,10350,18th century schooner,Ships,Euro+ Shopping Channel,Spain,France,82.34,98.31,34,3342.54,2799.56
12/2/2004,10350,1912 Ford Model T Delivery Wagon,Vintage Cars,Euro+ Shopping Channel,Spain,France,46.91,86.74,30,2602.2,1407.3
12/2/2004,10350,1940 Ford Delivery Sedan,Vintage Cars,Euro+ Shopping Channel,Spain,France,48.64,77.15,25,1928.75,1216
12/2/2004,10350,1950's Chicago Surface Lines Streetcar,Trains,Euro+ Shopping Channel,Spain,France,26.72,61.52,27,1661.04,721.44
12/2/2004,10350,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Euro+ Shopping Channel,Spain,France,68.29,104.18,31,3229.58,2116.99
12/2/2004,10350,1962 City of Detroit Streetcar,Trains,Euro+ Shopping Channel,Spain,France,37.49,56.82,44,2500.08,1649.56
12/2/2004,10350,The Schooner Bluenose,Ships,Euro+ Shopping Channel,Spain,France,34,56,46,2576,1564
12/2/2004,10350,The Mayflower,Ships,Euro+ Shopping Channel,Spain,France,43.3,76.22,28,2134.16,1212.4
12/2/2004,10350,The USS Constitution Ship,Ships,Euro+ Shopping Channel,Spain,France,33.97,68.67,29,1991.43,985.13
12/2/2004,10350,The Titanic,Ships,Euro+ Shopping Channel,Spain,France,51.09,87.15,31,2701.65,1583.79
